valor_curso;valor_area_materia;valor_criterio_evaluacion;descripcion_criterio_evaluacion
"2º ESO";"Ciencias de la naturaleza";"Valorar las aportaciones de las Ciencias naturales a la construcción del conocimiento científico y su incidencia sobre la mejora de la calidad de vida.";"Este criterio valora si el alumnado tiene una imagen del conocimiento científico como un proceso en continua construcción, en el cual convergen diversos campos del saber y que no puede ser desligado del momento histórico en el que se desarrolla. De igual forma, se pretende evaluar si son capaces de explicar el carácter provisional de las teorías científicas y que sus formulaciones responden, fundamentalmente, a las necesidades de la sociedad, a cuyos problemas pretende dar respuesta (objetivo 6)."
"2º ESO";"Ciencias de la naturaleza";"Utilizar el concepto cualitativo de energía para explicar su papel en las transformaciones que tienen lugar en nuestro entorno y reconocer la importancia y repercusiones para la sociedad y el medio ambiente de las diferentes fuentes de energía renovables y no renovables.";"Se pretende evaluar si el alumnado relaciona el concepto de energía con la capacidad de realizar cambios, si conoce diferentes formas y fuentes de energía, renovables y no renovables, sus ventajas e inconvenientes y algunos de los principales problemas asociados a su obtención, transporte y utilización. Se valorará si el alumnado comprende la importancia del ahorro energético y el uso de energías limpias para contribuir a un futuro sostenible."
"2º ESO";"Ciencias de la naturaleza";"Resolver problemas aplicando los conocimientos sobre el concepto de temperatura y su medida, el equilibrio y desequilibrio térmico, los efectos del calor sobre los cuerpos y su forma de propagación.";"Se pretende comprobar si el alumnado comprende la importancia del calor y sus aplicaciones, así como la distinción entre calor y temperatura en el estudio de los fenómenos térmicos y es capaz de realizar experiencias sencillas relacionadas con los mismos. Se valorará si sabe utilizar termómetros y conoce su fundamento, identifica el equilibrio térmico con la igualación de temperaturas, comprende la trasmisión del calor asociada al desequilibrio térmico y sabe aplicar estos conocimientos a la resolución de problemas sencillos y de interés, como el aislamiento térmico de una zona."
"2º ESO";"Ciencias de la naturaleza";"Explicar fenómenos naturales referidos a la transmisión de la luz y del sonido y reproducir algunos de ellos teniendo en cuenta sus propiedades.";"Este criterio intenta evaluar si el alumnado es capaz de utilizar sus conocimientos acerca de propiedades de la luz y el sonido como la reflexión y la refracción, para explicar fenómenos naturales, aplicarlos al utilizar espejos o lentes, justificar el fundamento físico de aparatos ópticos sencillos y diseñar o montar algunos de ellos como la cámara oscura. Se valorará, así mismo, si comprende la repercusiones de la contaminación acústica y lumínica y la necesidad de su solución."
"2º ESO";"Ciencias de la naturaleza";"Identificar las acciones de los agentes geológicos internos en el origen del relieve terrestre, así como en el proceso de formación de las rocas magmáticas y metamórficas.";"Se trata de comprobar que el alumnado tiene una concepción dinámica de la naturaleza y que es capaz de reconocer e interpretar en el campo o en imágenes algunas manifestaciones de la dinámica interna en el relieve, como la presencia de pliegues, fallas, cordilleras y volcanes. Se pretende también evaluar si el alumnado entiende las transformaciones que pueden existir entre los distintos tipos de rocas endógenas en función de las características del ambiente geológico en el que se encuentran."
"2º ESO";"Ciencias de la naturaleza";"Reconocer y valorar los riesgos asociados a los procesos geológicos internos y en su prevención y predicción.";"Se trata de valorar si el alumnado es capaz de reconocer e interpretar adecuadamente los principales riesgos geológicos internos y su repercusión, utilizando noticias de prensa, mapas y otros canales de información."
"2º ESO";"Ciencias de la naturaleza";"Interpretar los aspectos relacionados con las funciones vitales de los seres vivos a partir de distintas observaciones y experiencias realizadas con organismos sencillos, comprobando el efecto que tienen determinadas variables en los procesos de nutrición, relación y reproducción.";"El alumnado ha de conocer las funciones vitales de los seres vivos, las diferencias entre la nutrición de seres autótrofos y heterótrofos, las características y los tipos de reproducción, y los elementos fundamentales que intervienen en la función de relación. Se trata también de evaluar si es capaz de realizar experiencias sencillas (tropismos, fotosíntesis, fermentaciones) para comprobar la incidencia que tienen en estas funciones variables como la luz, el oxígeno, la clorofila, el alimento, la temperatura, etc."
"2º ESO";"Ciencias de la naturaleza";"Identificar los componentes bióticos y abióticos de un ecosistema cercano, valorar su diversidad y representar gráficamente las relaciones tróficas establecidas entre los seres vivos del mismo, así como conocer las principales características de los grandes biomas de la Tierra.";"El alumnado ha de comprender el concepto de ecosistema y ser capaz de reconocer y analizar los elementos de un ecosistema concreto, obteniendo datos de algunos componentes abióticos (luz, humedad, temperatura, topografía, rocas, etc.) y bióticos (animales y plantas más abundantes); interpretar correctamente las relaciones y mecanismos reguladores establecidos entre ellos, y valorar la diversidad del ecosistema y la importancia de su preservación."
"2º ESO";"Ciencias de la naturaleza";"Utilizar el concepto cualitativo de energía para explicar su papel en las transformaciones que tienen lugar en nuestro entorno y reconocer la importancia y repercusiones para la sociedad y el medio ambiente de las diferentes fuentes de energía renovables y no renovables.";"Este criterio valora si el alumnado establece relaciones entre el concepto de energía con la capacidad de realizar cambios, si conoce diferentes formas y fuentes de energía, renovables y no renovables, sus ventajas e inconvenientes y algunos de los principales problemas asociados a su obtención, transporte y utilización. Se valorará si el alumnado comprende la importancia del ahorro energético y el uso de energías limpias para contribuir a un futuro sostenible (objetivos 1 y 5)."
"2º ESO";"Ciencias de la naturaleza";"Resolver problemas aplicando los conocimientos sobre el concepto de temperatura y su medida, el equilibrio y desequilibrio térmico, los efectos del calor sobre los cuerpos y su forma de propagación.";"Este criterio valora la competencia del alumnado para comprender la importancia del calor y sus aplicaciones, así como la distinción entre calor y temperatura en el estudio de los fenómenos térmicos y si es capaz de realizar experiencias sencillas relacionadas con los mismos. Se valorará si se sabe utilizar termómetros y se conoce su fundamento, se identifica el equilibrio térmico con la igualación de temperaturas, se comprende la transmisión del calor asociada al desequilibrio térmico y se sabe aplicar estos conocimientos a la resolución de problemas sencillos y de interés, como el aislamiento térmico de una zona (objetivo 1)."
"2º ESO";"Ciencias de la naturaleza";"Explicar fenómenos naturales referidos a la transmisión de la luz y del sonido, y reproducir algunos de ellos teniendo en cuenta sus propiedades.";"Este criterio valora si el alumnado es competente para utilizar sus conocimientos acerca de propiedades de la luz y el sonido como la reflexión y la refracción, para explicar fenómenos naturales, aplicarlos al utilizar espejos o lentes, justificar el fundamento físico de aparatos ópticos sencillos y diseñar o montar algunos de ellos como la cámara oscura. Se valorará, asimismo, si comprende las repercusiones de la contaminación acústica y lumínica y la necesidad de su solución (objetivo 1)."
"2º ESO";"Ciencias de la naturaleza";"Identificar las acciones de los agentes geológicos internos en el origen del relieve terrestre, así como en el proceso de formación de las rocas magmáticas y metamórficas y valorar los riesgos asociados a los procesos geológicos internos y su prevención y predicción.";"Este criterio valora si el alumnado tiene una concepción dinámica de la naturaleza y es capaz de reconocer e interpretar en el campo o en imágenes algunas manifestaciones de la dinámica interna en el relieve, como la presencia de pliegues, fallas, cordilleras y volcanes. Pretende también evaluar si el alumnado entiende las transformaciones que pueden existir en los distintos tipos de rocas endógenas en función de las características del ambiente geológico en el que se encuentran. Asimismo, si reconoce e interpreta los principales riesgos geológicos internos y su repercusión, utilizando noticias de prensa, mapas y otros canales de información (objetivos 1 y 5)."
"2º ESO";"Ciencias de la naturaleza";"Interpretar los aspectos relacionados con las funciones vitales de los seres vivos a partir de distintas observaciones y experiencias realizadas con organismos sencillos, comprobando el efecto que tienen determinadas variables en los procesos de nutrición, relación y reproducción.";"Este criterio valora el conocimiento por parte del alumnado de las funciones vitales de los seres vivos, las diferencias entre la nutrición de seres autótrofos y heterótrofos, las características y los tipos de reproducción, y los elementos fundamentales que intervienen en la función de relación. Se trata también de evaluar si es capaz de realizar experiencias sencillas (tropismos, fotosíntesis, fermentaciones) para comprobar la incidencia que tienen en estas funciones variables como la luz, el oxígeno, la clorofila, el alimento, la temperatura, etc (objetivo 1)."
"2º ESO";"Ciencias de la naturaleza";"Identificar los componentes bióticos y abióticos de un ecosistema cercano, valorar su diversidad y representar gráficamente las relaciones tróficas establecidas entre los seres vivos del mismo, así como conocer las principales características de los grandes biomas de la Tierra.";"Este criterio valora la competencia del alumnado a la hora de comprender el concepto de ecosistema y reconocer y analizar los elementos de un ecosistema concreto, obteniendo datos de algunos componentes abióticos (luz, humedad, temperatura, topografía, rocas, etc.) y bióticos (animales y plantas más abundantes); interpretar correctamente las relaciones y mecanismos reguladores establecidos entre ellos, y valorar la diversidad del ecosistema y la importancia de su preservación (objetivo 1)."
"2º ESO";"Ciencias de la naturaleza";"Utilizar los procedimientos de las ciencias para estudiar y buscar alternativas a cuestiones científicas y tecnológicas y a la resolución de problemas locales y globales.";"Este criterio valora la competencia del alumnado para aplicar a diferentes problemas estrategias como la formulación de hipótesis, el diseño experimental, el análisis de resultados y sus efectos, el análisis de riesgos, la búsqueda de alternativas…(objetivo 2)."
"2º ESO";"Ciencias de la naturaleza";"Utilizar las TIC como fuente de consulta, y como instrumento de representación y de presentación de documentos.";"Se valora la competencia del alumnado para integrar las tecnologías de la información y la comunicación en el proceso investigador, como medio para recoger información sobre los distintos fenómenos naturales, como medio para obtener imágenes y gráficos y como herramienta para representar textual y gráficamente la información recogida en los experimentos, así como para elaborar documentos de trabajo (objetivo 3)."
"2º ESO";"Ciencias de la naturaleza";"Identificar los comportamientos favorables y desfavorables para la salud y el medio ambiente";"Se valora la competencia del alumnado para generalizar los aprendizajes realizados en el análisis de los riesgos que entrañan para la salud y la conservación del medio ambiente comportamientos que acentúan el uso del agua, la utilización de factores contaminantes, etc (objetivo 4)."
"2º ESO";"Ciencias de la naturaleza";"Identificar el conocimiento científico como integración de diferentes disciplinas y la influencia que el trabajo científico tiene sobre la sociedad.";"Este criterio valora si el alumnado avanza en la comprensión del modo de construir las Ciencias naturales y relaciona los progresos que en ellas se producen con el desarrollo tecnológico y las necesidades del momento histórico de la sociedad. También deben comprender que el mantenimiento de una determinada teoría, en un momento dado, puede depender en parte de condicionamientos sociales, políticos o económicos de la época, como ponen de manifiesto las teorías sobre la evolución de las especies, con sus controversias científicas y religiosas, y su explicación a la luz de los conocimientos actuales. (Objetivo 5)."
"2º ESO";"Ciencias de la naturaleza";"Valorar las aportaciones de las Ciencias naturales a la construcción del conocimiento científico y su incidencia sobre la mejora de la calidad de vida.";"Este criterio valora si el alumnado tiene una imagen del conocimiento científico como un proceso en continua construcción, en el cual convergen diversos campos del saber y que no puede ser desligado del momento histórico en el que se desarrolla. De igual forma, se pretende evaluar si son capaces de explicar el carácter provisional de las teorías científicas y que sus formulaciones responden, fundamentalmente, a las necesidades de la sociedad, a cuyos problemas pretende dar respuesta (objetivo 6)."
"2º ESO";"Ciencias sociales, geografía e historia.";"Describir los factores que condicionan los comportamientos demográficos conociendo y utilizando los conceptos básicos de la demografía para su análisis, caracterizando las tendencias predominantes y aplicando este conocimiento al análisis del actual régimen demográfico español y sus consecuencias.";"Este criterio valora la competencia del alumnado para describir, utilizando el vocabulario geográfico adecuado, las tendencias del crecimiento y sus causas utilizando estos conocimientos para explicar los contrastes, problemas y perspectivas que actualmente existen en Castilla-La Mancha, España y en el mundo (objetivo 1)."
"2º ESO";"Ciencias sociales, geografía e historia.";"Identificar los rasgos característicos de la sociedad española actual distinguiendo la diversidad de grupos sociales que la configuran, reconociendo su pertenencia al mundo occidental y exponiendo alguna situación que refleje desigualdad social.";"Este criterio valora la competencia para describir los rasgos actuales de la organización social en España identificando los cambios producidos en los últimos tiempos (en la familia, en la movilidad social, en los valores, etc.), si reconocen en ellos características comunes de las sociedades desarrolladas occidentales y se identifican algunas evidencias de desigualdad entre los grupos (objetivo 2)."
"2º ESO";"Ciencias sociales, geografía e historia.";"Analizar el crecimiento de las áreas urbanas, la diferenciación funcional del espacio urbano y alguno de los problemas que se les plantean a sus habitantes, aplicando este conocimiento a ejemplos de ciudades y pueblos castellano-manchegos y españoles.";"Este criterio valora la competencia para identificar las causas que provocan el aumento de la población urbana y el crecimiento de las ciudades. Se trata también de evaluar, a través de algún ejemplo español, si se identifican las diferentes funciones del espacio urbano y se proponen medidas que contribuyan a mejorar algunos de los problemas que presenta la vida en la ciudad (objetivo 2)."
"2º ESO";"Ciencias sociales, geografía e historia.";"Utilizar las convenciones y unidades cronológicas y las nociones de evolución y cambio aplicándolas a hechos y procesos referidos a las Edades Media y Moderna en el mundo y de la Península Ibérica.";"Este criterio valora la competencia del alumnado para localizar los hechos y procesos históricos, la periodización y datación correcta (objetivo 3)."
"2º ESO";"Ciencias sociales, geografía e historia.";"Describir los rasgos sociales, económicos, políticos, religiosos, culturales y artísticos que caracterizan la Europa feudal a partir de las funciones desempeñadas por los diferentes estamentos sociales y reconocer su evolución hasta la aparición del Estado moderno.";"Este criterio valora la competencia del alumnado para reconocer los elementos básicos que caracterizan la economía feudal, el papel social de los distintos estamentos y las relaciones entre señores y campesinos, identificando los cambios sociales, culturales y artísticos que introduce el renacimiento de las ciudades y el fortalecimiento progresivo de la autoridad monárquica hasta la aparición del Estado moderno (objetivo 3)."
"2º ESO";"Ciencias sociales, geografía e historia.";"Situar en el tiempo y en el espacio las diversas unidades políticas que coexistieron en la Península Ibérica durante la Edad Media, distinguiendo sus peculiaridades y reconociendo en la España actual ejemplos de la pervivencia de su legado cultural y artístico.";"Se pretende evaluar que se identifican las distintas etapas en la formación y consolidación de los reinos cristianos y de Al-Andalus, las características políticas, económicas y culturales fundamentales y se reconoce su aportación cultural y artística a partir del análisis de algunas obras relevantes y, en particular, la pervivencia en las ciudades de origen cristiano y musulmán. Se valora especialmente el conocimiento de esta pervivencia en ciudades como Toledo (objetivo 3)."
"2º ESO";"Ciencias sociales, geografía e historia.";"Distinguir los principales momentos en la formación del Estado moderno destacando las características más relevantes de la monarquía hispánica y del imperio colonial español.";"Este criterio trata de comprobar que se identifican las distintas etapas de la monarquía hispánica y sus características políticas, como son la unión dinástica de los Reyes Católicos, el imperio europeo de Carlos V y el Imperio hispánico de Felipe II, así como el relevo en la hegemonía europea, reconociendo la importancia económica y política, para España y para América, del descubrimiento y la formación del imperio colonial español (objetivo 3)."
"2º ESO";"Ciencias sociales, geografía e historia.";"Identificar las características básicas que dan lugar a los principales estilos artísticos de la Edad media y la Edad Moderna, contextualizándolas en la etapa en la que tuvieron su origen y aplicar este conocimiento al análisis de algunas obras de arte relevantes y representativas de éstos.";"Se trata de comprobar que se diferencian los elementos básicos de los estilos artísticos medievales (Románico, Gótico, arte Islámico), del Renacimiento y del Barroco y se aplica este conocimiento al análisis de obras relevantes reconociendo la significación de algunos autores españoles, particularmente del Siglo de Oro (objetivos 3 y 4)."
"2º ESO";"Ciencias sociales, geografía e historia.";"Realizar proyectos de investigación guiada utilizando una lectura comprensiva utilizando fuentes diversas (observación, prensa, bibliografía, páginas web, etc), seleccionando la información pertinente, integrándola en un esquema o guión y comunicando los resultados del estudio con corrección y con el vocabulario adecuado.";"Este criterio evalúa si el alumnado es competente para planificar y realizar trabajos de síntesis e indagación, si maneja de forma correcta los instrumentos gráficos y cartográficos, así como la lectura e interpretación de gráficos y mapas temáticos, si consulta fuentes de todo tipo y utiliza las TIC como herramienta de consulta y expresión y si es capaz de comunicar la información obtenida utilizando correctamente la expresión escrita y el vocabulario (objetivo 5)."
"2º ESO";"Ciencias sociales, geografía e historia.";"Conocer y contrastar la situación de los derechos y libertades humanas en las épocas estudiadas y en el momento actual.";"Este criterio valora la competencia del alumnado para deducir los derechos y deberes desde el análisis de las sociedades medievales y modernas y compararlos con la situación actual, estableciendo semejanzas y diferencias y contextualizando su desarrollo (objetivo 6)."
"2º ESO";"Ciencias sociales, geografía e historia.";"Describir los factores que condicionan los comportamientos demográficos conociendo y utilizando los conceptos básicos de la demografía para su análisis, caracterizando las tendencias predominantes y aplicando este conocimiento al análisis del actual régimen demográfico español y sus consecuencias.";"Con este criterio se pretende evaluar si se conoce y se es capaz de expresar, utilizando el vocabulario geográfico adecuado, las tendencias del crecimiento y sus causas utilizando estos conocimientos para explicar los contrastes, problemas y perspectivas que actualmente existen en el mundo y en España: envejecimiento, inmigración etc."
"2º ESO";"Ciencias sociales, geografía e historia.";"Identificar los rasgos característicos de la sociedad española actual distinguiendo la variedad de grupos sociales que la configuran, el aumento de la diversidad que genera la inmigración, reconociendo su pertenencia al mundo occidental y exponiendo alguna situación que refleje desigualdad social.";"Con este criterio se trata de evaluar si se conocen los rasgos actuales de la organización social en España identificando los cambios producidos en los últimos tiempos (en la familia, en el origen o procedencia de sus habitantes, en la movilidad social, en los valores, etc.), si reconocen en ellos características comunes de las sociedades desarrolladas occidentales y se identifican algunas evidencias de desigualdad o discriminación debidas al origen o a la pertenencia a un grupo social."
"2º ESO";"Ciencias sociales, geografía e historia.";"Analizar el crecimiento de las áreas urbanas, la diferenciación funcional del espacio urbano y alguno de los problemas que se les plantean a sus habitantes, aplicando este conocimiento a ejemplos de ciudades españolas.";"Con este criterio se trata de evaluar que se conocen las causas que provocan el aumento de la población urbana y el crecimiento de las ciudades. Se trata también de evaluar, a través de algún ejemplo español, si se identifican las diferentes funciones del espacio urbano y se proponen medidas que contribuyan a mejorar algunos de los problemas que presenta la vida en la ciudad."
"2º ESO";"Ciencias sociales, geografía e historia.";"Describir los rasgos sociales, económicos, políticos, religiosos, culturales y artísticos que caracterizan la Europa feudal a partir de las funciones desempeñadas por los diferentes estamentos sociales y reconocer su evolución hasta la aparición del Estado moderno.";"Con este criterio se trata de comprobar si se reconocen los elementos básicos que caracterizan la economía feudal, el papel social de los distintos estamentos y las relaciones entre señores y campesinos, identificando los cambios sociales, culturales y artísticos que introduce el renacimiento de las ciudades y el fortalecimiento progresivo de la autoridad monárquica hasta la aparición del Estado moderno."
"2º ESO";"Ciencias sociales, geografía e historia.";"Situar en el tiempo y en el espacio las diversas unidades políticas que coexistieron en la Península Ibérica durante la Edad Media, distinguiendo sus peculiaridades y reconociendo en la España actual ejemplos de la pervivencia de su legado cultural y artístico.";"Se pretende evaluar que se identifican las distintas etapas en la formación y consolidación de los reinos cristianos y de Al-Andalus, las características políticas, económicas y culturales fundamentales y se reconoce su aportación cultural y artística a partir del análisis de algunas obras relevantes y, en particular, la pervivencia en las ciudades de origen cristiano y musulmán."
"2º ESO";"Ciencias sociales, geografía e historia.";"Distinguir los principales momentos en la formación del Estado moderno destacando las características más relevantes de la monarquía hispánica y del imperio colonial español.";"Este criterio trata de comprobar que se identifican las distintas etapas de la monarquía hispánica y sus características políticas, como son la unión dinástica de los Reyes Católicos, el Imperio europeo de Carlos V y el Imperio hispánico de Felipe II, así como el relevo en la hegemonía europea, reconociendo la importancia económica y política, para España y para América, del Descubrimiento y la formación del Imperio colonial español."
"2º ESO";"Ciencias sociales, geografía e historia.";"Identificar las características básicas que dan lugar a los principales estilos artísticos de la Edad media y la Edad Moderna, contextualizándolas en la etapa en la que tuvieron su origen y aplicar este conocimiento al análisis de algunas obras de arte relevantes y representativas de éstos.";"Se trata de comprobar que se diferencian los elementos básicos de los estilos artísticos medievales (Románico, Gótico, arte islámico), del Renacimiento y del Barroco y se aplica este conocimiento al análisis de obras relevantes reconociendo la significación de algunos autores españoles, particularmente del Siglo de Oro."
"2º ESO";"Ciencias sociales, geografía e historia.";"Realizar de forma individual y en grupo, con ayuda del profesor, un trabajo sencillo de carácter descriptivo sobre algún hecho o tema, utilizando fuentes diversas (observación, prensa, bibliografía, páginas web, etc.), seleccionando la información pertinente, integrándola en un esquema o guión y comunicando los resultados del estudio con corrección y con el vocabulario adecuado.";"Este criterio trata de evaluar en qué medida el alumno es capaz de planificar y realizar un pequeño trabajo de síntesis o indagación, selecciona información pertinente en función del objetivo propuesto, la organiza adecuadamente y presenta las conclusiones correctamente. Por otra parte, permite comprobar si asume con responsabilidad sus tareas, particularmente las que le corresponden como miembro de un grupo."
"2º ESO";"Educación ético-cívica";"Diferenciar los rasgos básicos que caracterizan la dimensión moral de las personas (las normas, la jerarquía de valores, las costumbres, etc.) y los principales problemas morales.";"Este criterio valora si identifican los distintos elementos de la dimensión moral de las personas y del comportamiento humano y de los dilemas morales que se plantean en el mundo actual (objetivo 1)."
"2º ESO";"Educación ético-cívica";"Descubrir sus sentimientos en las relaciones interpersonales, razonar las motivaciones de sus conductas y elecciones y practicar el diálogo en las situaciones de conflicto.";"Este criterio valora si el alumnado asume y controla sus propios sentimientos, se pone en el lugar de los otros y utiliza el diálogo y otros procedimientos no violentos para superar los
conflictos en sus relaciones interpersonales, que razona sus elecciones y que es responsable de sus actos (objetivo 2)."
"2º ESO";"Educación ético-cívica";"Justificar las propias posiciones utilizando sistemáticamente la argumentación y el diálogo y participar de forma democrática y cooperativa en las actividades del centro y del entorno.";"Este criterio valora el uso adecuado de la argumentación sobre dilemas y conflictos morales y el grado de conocimiento y de respeto a las posiciones divergentes de los interlocutores, tanto en el aula como en el ámbito familiar y social. Por otra parte, se pretende conocer la manera y el grado en que el alumnado participa y coopera activamente en el trabajo de grupo y si colabora con el profesorado y los compañeros y compañeras en las actividades del centro educativo y en otros ámbitos externos (objetivo 2)."
"2º ESO";"Educación ético-cívica";"Reconocer los Derechos Humanos como principal referencia ética de la conducta humana e identificar la evolución de los derechos cívicos, políticos, económicos, sociales y culturales, manifestando actitudes a favor del ejercicio activo y el cumplimiento de los mismos.";"Este criterio valora el grado de comprensión de los conceptos claves de los Derechos Humanos y su valoración crítica del esfuerzo que ello ha supuesto en la historia de la Humanidad. Se trata asimismo de valorar si el alumnado entiende los Derechos Humanos como una conquista histórica inacabada y manifiesta una exigencia activa de su cumplimiento (objetivo 3)."
"2º ESO";"Educación ético-cívica";"Distinguir igualdad y diversidad y las causas y factores de discriminación. Analizar el camino recorrido hacia la igualdad de derechos de las mujeres y rechazar su discriminación y las situaciones de violencia de las que son víctimas.";"Este criterio valora si el alumnado reconoce la igualdad y la dignidad de todas las personas y los elementos diferenciadores que están en la base de algunas discriminaciones, así como los momentos históricos más relevantes en la conquista de los derechos políticos de las mujeres y la igualdad en el ámbito familiar y laboral, a la vez que mide si saben identificar y localizar las situaciones de discriminación de todo tipo que subsisten en las sociedades actuales y rechazan activamente la violencia contra las mujeres u otros colectivos (objetivo 4 y 5)."
"2º ESO";"Educación ético-cívica";"Comprender y expresar el significado histórico y filosófico de la democracia como forma de convivencia social y política.";"Este criterio valora si comprende el pluralismo político y moral, a la vez que se aprecia el necesario respeto a la dignidad de cada persona por encima de las diferencias individuales y culturales que tienen su origen en la historia de las colectividades y de los individuos (objetivo 6)."
