valor_curso;valor_area_materia;valor_criterio_evaluacion;descripcion_criterio_evaluacion
"3º ESO";"Ámbito científico-social";"Describir los rasgos sociales, económicos, políticos, religiosos, culturales y artísticos que caracterizan la Europa feudal a partir de las funciones desempeñadas por los diferentes estamentos sociales y reconocer su evolución hasta la aparición del Estado moderno.";
"3º ESO";"Ámbito científico-social";"Distinguir los principales momentos en la formación del Estado moderno destacando las características más relevantes de la monarquía hispánica y del imperio colonial español.";
"3º ESO";"Ámbito científico-social";"Organizar e interpretar informaciones diversas mediante tablas y gráficas, e identificar relaciones de dependencia en situaciones cotidianas.";
"3º ESO";"Ámbito científico-social";"Formular las preguntas adecuadas para conocer las características de una población y recoger, organizar y presentar datos relevantes para responderlas, utilizando los métodos estadísticos apropiados y las herramientas informáticas adecuadas.";
"3º ESO";"Ámbito científico-social";"Identificar los rasgos característicos de la sociedad española actual distinguiendo la diversidad de grupos sociales que la configuran, reconociendo su pertenencia al mundo occidental y exponiendo alguna situación que refleje desigualdad social.";
"3º ESO";"Ámbito científico-social";"Reconocer la existencia de conflictos y el papel que desempeñan en los mismos las organizaciones internacionales y las fuerzas de pacificación. Valorar la importancia de las leyes y la participación humanitaria para paliar las consecuencias de los conflictos";
"3º ESO";"Ámbito científico-social";"Conocer y contrastar la situación de los derechos y libertades humanas en las épocas estudiadas y en el momento actual.";
"3º ESO";"Ámbito científico-social";"Identificar los principios básicos de las Declaración Universal de los Derechos Humanos y su evolución, distinguir situaciones de violación de los mismos y reconocer y rechazar las desigualdades de hecho y de derecho, en particular las que afectan a las mujeres.";
"3º ESO";"Ámbito científico-social";"Identificar y rechazar, a partir del análisis de hechos reales o figurados, las situaciones de discriminación hacia personas de diferente origen, género, ideología, religión, orientación afectivo-sexual y otras, respetando las diferencias personales y mostrando autonomía de criterio.";
"3º ESO";"Ámbito científico-social";"Identificar y rechazar, a partir del análisis de hechos reales o figurados, las situaciones de discriminación hacia personas de diferente origen, género, ideología, religión, orientación afectivo-sexual y otras, respetando las diferencias personales y mostrando autonomía de criterio.";
"3º ESO";"Ámbito científico-social";"Identificar algunos de los rasgos de las sociedades actuales (desigualdad, pluralidad cultural, compleja convivencia urbana, etc.) y desarrollar actitudes responsables que contribuyan a su mejora.";
"3º ESO";"Ámbito científico-social";"Emplear de manera autónoma y con sentido crítico los recursos tecnológicos en el trabajo habitual de matemáticas, en particular para realizar investigaciones y resolver problemas.";
"3º ESO";"Ámbito científico-social";"Realizar proyectos de investigación guiada utilizando una lectura comprensiva de fuentes de información escrita de contenido geográfico o histórico y comunicar la información obtenida de forma correcta por escrito.";
"3º ESO";"Ámbito científico-social";"Utilizar las destrezas orales y escritas como herramientas al servicio del aprendizaje.";
"3º ESO";"Ámbito cultural y artístico";"Identificar los elementos constitutivos esenciales de los diferentes lenguajes artísticos y reconocerlos en la interpretación de la realidad.";
"3º ESO";"Ámbito cultural y artístico";"Respetar los hábitos higiénicos y posturales saludables relacionados con la actividad artística.";
"3º ESO";"Ámbito cultural y artístico";"Practicar técnicas de relajación, respiración, articulación correcta, de escucha y expresión.";
"3º ESO";"Ámbito cultural y artístico";"Representar mediante técnicas como el mimo, el gesto, la dramatización o la danza y comunicarlo al resto de grupos.";
"3º ESO";"Ámbito cultural y artístico";"Representar objetos y realizar creaciones plásticas demostrando iniciativa, creatividad e imaginación a la hora de elegir las técnicas y disponer de los materiales más adecuados para los objetivos prefijados.";
"3º ESO";"Ámbito cultural y artístico";"Leer distintos tipos de partituras en el contexto de las actividades musicales del aula y elaborar un arreglo para una canción o una pieza instrumental utilizando apropiadamente una serie de elementos dados.";
"3º ESO";"Ámbito cultural y artístico";"Diferenciar los distintos estilos y tendencias artísticas a través del tiempo y atendiendo la diversidad cultural.";
"3º ESO";"Ámbito cultural y artístico";"Elaborar y participar, activamente, en proyectos artísticos cooperativos, como producciones multimedia aplicando las estrategias propias y adecuadas de cada lenguaje visual.";
"3º ESO";"Ámbito cultural y artístico";"Manifestar una actitud crítica ante el consumo, las prácticas y valoraciones que se hacen de las actividades artísticas en los diferentes medios de comunicación y en general en el contexto social.";
"3º ESO";"Ámbito cultural y artístico";"Comunicar a los demás juicios personales acerca de las manifestaciones artísticas e utilizando la terminología adecuada.";
"3º ESO";"Ámbito cultural y artístico";"Utilizar las tecnologías de la información y la comunicación como recurso al servicio del aprendizaje y de la expresión artística.";
"3º ESO";"Ámbito cultural y artístico";"Utilizar las destrezas orales y escritas como herramientas al servicio del aprendizaje.";
"3º ESO";"Ámbito lingüístico";"Reconocer, junto al propósito y la idea general, ideas, hechos o datos relevantes en textos orales de ámbitos sociales próximos a la experiencia del alumnado y en el ámbito académico; captar la idea global y la relevancia de informaciones oídas en radio o en TV y seguir instrucciones para realizar autónomamente tareas de aprendizaje.";
"3º ESO";"Ámbito lingüístico";"Realizar exposiciones orales sencillas sobre temas próximos a su entorno que sean del interés del alumnado, con la ayuda de medios audiovisuales y de las tecnologías de la información y la comunicación.";
"3º ESO";"Ámbito lingüístico";"Extraer informaciones concretas e identificar el propósito en textos escritos de ámbitos sociales próximos a la experiencia del alumnado; seguir instrucciones de cierta extensión en procesos poco complejos; identificar el tema general y temas secundarios y distinguir cómo está organizada la información.";
"3º ESO";"Ámbito lingüístico";"Narrar, exponer, explicar, resumir y comentar, en soporte papel o digital, usando el registro adecuado, organizando las ideas con claridad, enlazando los enunciados en secuencias lineales cohesionadas, respetando las normas gramaticales y ortográficas y valorando la importancia de planificar y revisar el texto.";
"3º ESO";"Ámbito lingüístico";"Aplicar los conocimientos sobre la lengua, las normas y la terminología lingüística para resolver problemas de comprensión de textos orales y escritos y para la composición y revisión progresivamente autónoma de los textos propios de este curso.";
"3º ESO";"Ámbito lingüístico";"Manejar principios fundamentales del funcionamiento de los procesadores de textos y utilizarlos en trabajos sencillos de investigación, utilizando los medios informáticos complementarios (Internet, bases de datos, CD-Roms, procesadores de textos, etc.)";
"3º ESO";"Ámbito lingüístico";"Utilizar los conocimientos literarios en la comprensión y la valoración de textos breves o fragmentos, atendiendo a los temas y motivos de la tradición, a la caracterización de los subgéneros literarios, a la versificación, al uso del lenguaje y a la funcionalidad de los recursos retóricos en el texto.";
"3º ESO";"Ámbito lingüístico";"Componer textos, en soporte papel o digital, tomando como modelo textos literarios leídos y comentados en el aula o realizar algunas transformaciones en esos textos.";
"3º ESO";"Ámbito lingüístico";"Identificar y valorar las distintas lenguas que se hablan en España y en Europa desde el respeto a la diversidad.";
"3º ESO";"Ámbito lingüístico";"Utilizar la lectura y la escritura en su tiempo de ocio";
"3º ESO";"Ámbito lingüístico";"Poner en práctica estrategias de análisis de los textos que eviten su uso como fuente de discriminación";
"3º ESO";"Ámbito tecnológico.";"Identificar elementos matemáticos presentes en la realidad, y aplicar los conocimientos científicos adquiridos en situaciones cotidianas.";
"3º ESO";"Ámbito tecnológico.";"Utilizar números enteros, fracciones, decimales y porcentajes sencillos, sus operaciones y propiedades, para recoger, transformar e intercambiar información y resolver problemas relacionados con la vida diaria.";
"3º ESO";"Ámbito tecnológico.";"Identificar y describir regularidades, pautas y relaciones en conjuntos de números, utilizar letras para simbolizar distintas cantidades y obtener expresiones algebraicas como síntesis en secuencias numéricas, así como el valor numérico de fórmulas sencillas.";
"3º ESO";"Ámbito tecnológico.";"Explicar fenómenos naturales referidos a la transmisión de la luz y del sonido y reproducir algunos de ellos teniendo en cuenta sus propiedades.";
"3º ESO";"Ámbito tecnológico.";"Utilizar el concepto cualitativo de energía para explicar su papel en las transformaciones que tienen lugar en nuestro entorno y reconocer la importancia y repercusiones para la sociedad y el medio ambiente de las diferentes fuentes de energía renovables y no renovables.";
"3º ESO";"Ámbito tecnológico.";"Analizar y describir en las estructuras del entorno los elementos resistentes y los esfuerzos a que están sometidos.";
"3º ESO";"Ámbito tecnológico.";"Identificar y manejar operadores mecánicos encargados de la transformación y transmisión de movimientos en máquinas. Explicar su funcionamiento en el conjunto y, en su caso, calcular la relación de transmisión.";
"3º ESO";"Ámbito tecnológico.";"Describir propiedades básicas de materiales técnicos y sus variedades comerciales: madera, metales, materiales plásticos, cerámicos y pétreos. Identificarlos en aplicaciones comunes y emplear técnicas básicas de conformación, unión y acabado.";
"3º ESO";"Ámbito tecnológico.";"Diseñar y simular circuitos con simbología adecuada y montar circuitos formados por operadores elementales. Utilizar correctamente instrumentos de medida de magnitudes eléctricas básicas. Valorar los efectos de la energía eléctrica y su capacidad de conversión en otras manifestaciones energéticas";
"3º ESO";"Ámbito tecnológico.";"Realizar las operaciones técnicas previstas en un plan de trabajo utilizando los recursos materiales y organizativos con criterios de economía, seguridad y respeto al medio ambiente y valorando las condiciones del entorno de trabajo.";
"3º ESO";"Ámbito tecnológico.";"Organizar e interpretar informaciones diversas mediante tablas y gráficas, e identificar relaciones de dependencia en situaciones cotidianas.";
"3º ESO";"Ámbito tecnológico.";"Representar mediante vistas y perspectivas objetos y sistemas técnicos sencillos, aplicando criterios de normalización.";
"3º ESO";"Ámbito tecnológico.";"Valorar el interés y el esfuerzo realizado y el conocimiento sobre los efectos positivos y negativos que la actividad tecnológica tiene.";
"3º ESO";"Ámbito tecnológico.";"Identificar y conectar componentes físicos de un ordenador y otros dispositivos electrónicos. Manejar el entorno gráfico de los sistemas operativos como interfaz de comunicación con la máquina.";
"3º ESO";"Ámbito tecnológico.";"Elaborar, almacenar y recuperar documentos en soporte electrónico que incorporen información textual y gráfica.";
"3º ESO";"Ámbito tecnológico.";"Acceder a Internet para la utilización de servicios básicos: navegación para la localización de información, correo electrónico, comunicación intergrupal y publicación de información.";
"3º ESO";"Ámbito tecnológico.";"Emplear de manera autónoma y con sentido crítico los recursos tecnológicos en el trabajo habitual para realizar investigaciones y resolver problemas.";
"3º ESO";"Ámbito tecnológico.";"Valorar las necesidades del proceso tecnológico empleando la resolución técnica de problemas analizando su contexto, proponiendo soluciones alternativas y desarrollando la más adecuada.";
"3º ESO";"Ámbito tecnológico.";"Colaborar con el equipo en la planificación, desarrollo y evaluación de los proyectos.";
"3º ESO";"Ámbito tecnológico.";"Utilizar las destrezas orales y escritas como herramientas al servicio del aprendizaje. Elaborar documentos técnicos empleando recursos verbales y gráficos.";
"3º ESO";"Biología y geología";"Determinar los rasgos distintivos del trabajo científico a través del análisis contrastado de algún problema científico o tecnológico de actualidad, así como su influencia sobre la calidad de vida de las personas.";"Se trata de averiguar si los estudiantes son capaces de buscar bibliografía referente a temas de actualidad, como la radiactividad, la conservación de las especies o la intervención humana en la reproducción, y de utilizar las destrezas comunicativas suficientes para elaborar informes que estructuren los resultados del trabajo. También se pretende evaluar si se tiene una imagen del trabajo científico como un proceso en continua construcción, que se apoya en los trabajos colectivos de muchos grupos, que tiene los condicionamientos de cualquier actividad humana y que por ello puede verse afectada por variables de distinto tipo. "
"3º ESO";"Biología y geología";"Reconocer que en la salud influyen aspectos físicos, psicológicos y sociales, y valorar la importancia de los estilos de vida para prevenir enfermedades y mejorar la calidad de vida, así como las continuas aportaciones de las ciencias biomédicas";"Con este criterio se pretende valorar si el alumnado posee un concepto actual de salud, y si es capaz de establecer relaciones entre las diferentes funciones del organismo y los factores que tienen una mayor influencia en la salud, como son los estilos de vida. Además, ha de saber distinguir los distintos tipos de enfermedades: infecciosas, conductuales, genéticas, por intoxicación, etc., relacionando la causa con el efecto. Ha de entender los mecanismos de defensa corporal y la acción de vacunas, antibióticos y otras aportaciones de las ciencias biomédicas en la lucha contra la enfermedad."
"3º ESO";"Biología y geología";"Conocer los aspectos básicos de la reproducción humana y describir los acontecimientos fundamentales de la fecundación, embarazo y parto. Comprender el funcionamiento de los métodos de control de la natalidad y valorar el uso de métodos de prevención de enfermedades de transmisión sexual.";"A través de este criterio se intenta comprobar si los alumnos y las alumnas distinguen el proceso de reproducción como un mecanismo de perpetuación de la especie, de la sexualidad entendida como una actividad ligada a toda la vida del ser humano y de comunicación afectiva y personal. Deben conocer, además, los rasgos generales anatómicos y de funcionamiento de los aparatos reproductores masculino y femenino y explicar a partir de ellos las bases de algunos métodos de control de la reproducción o de ciertas soluciones a problemas de infertilidad. Por último, deben saber explicar la necesidad de tomar medidas de higiene sexual individual y colectiva para evitar enfermedades de transmisión sexual."
"3º ESO";"Biología y geología";"Explicar los procesos fundamentales que sufre un alimento a lo largo de todo el transcurso de la nutrición, utilizando esquemas y representaciones gráficas para ilustrar cada etapa, y justificar la necesidad de adquirir hábitos alimentarios saludables y evitar las conductas alimentarias insanas.";"Se pretende evaluar si el alumnado conoce las funciones de cada uno de los aparatos y órganos implicados en las funciones de nutrición (digestivo, respiratorio, circulatorio, excretor), las relaciones entre ellos, así como sus principales alteraciones, y la necesidad de adoptar determinados hábitos de higiene. Asimismo, se ha de valorar si han desarrollado actitudes solidarias ante situaciones como la donación de sangre o de órganos y si relacionan las funciones de nutrición con la adopción de determinados hábitos alimentarios saludables para prevenir enfermedades como la obesidad, la diabetes o las enfermedades cardiovasculares, y si han desarrollado una actitud crítica ante ciertos hábitos consumistas poco saludables."
"3º ESO";"Biología y geología";"Conocer los órganos de los sentidos y explicar la misión integradora de los sistemas nervioso y endocrino, así como localizar los principales huesos y músculos del aparato locomotor. Relacionar las alteraciones más frecuentes con los órganos y procesos implicados en cada caso. Identificar los factores sociales que repercuten negativamente en la salud, como el estrés y el consumo de sustancias adictivas.";"Se pretende comprobar que los estudiantes saben cómo se coordinan el sistema nervioso y el endocrino, y aplican este conocimiento a problemas sencillos que puedan ser analizados utilizando bucles de retroalimentación, diagramas de flujo u otros modelos similares. Asimismo, han de caracterizar las principales enfermedades, valorar la importancia de adoptar hábitos de salud mental, e identificar los efectos perjudiciales de determinadas conductas como el consumo de drogas, el estrés, la falta de relaciones interpersonales sanas, la presión de los medios de comunicación, etc."
"3º ESO";"Biología y geología";"Recopilar información procedente de diversas fuentes documentales acerca de la influencia de las actuaciones humanas sobre los ecosistemas: efectos de la contaminación, desertización, disminución de la capa de ozono, agotamiento de recursos y extinción de especies. Analizar dicha información y argumentar posibles actuaciones para evitar el deterioro del medio ambiente y promover una gestión más racional de los recursos naturales.";"Se trata de evaluar si el alumnado sabe explicar algunas alteraciones concretas producidas por los seres humanos en la naturaleza, mediante la utilización de técnicas sencillas (indicadores biológicos, pruebas químicas sencillas) o la recogida de datos en publicaciones, para estudiar problemas como el avance de la desertización, la lluvia ácida, el aumento del efecto invernadero, la disminución de los acuíferos, etc. Por último, deben valorar el medio ambiente como un patrimonio de la humanidad y argumentar las razones de ciertas actuaciones individuales y colectivas para evitar su deterioro."
"3º ESO";"Biología y geología";"Identificar las acciones de los agentes geológicos externos en el origen y modelado del relieve terrestre, así como en el proceso de formación de las rocas sedimentarias.";"Se trata de comprobar que el alumnado tiene una concepción dinámica de la naturaleza y que es capaz de reconocer e interpretar en el campo o en imágenes la acción de los agentes geológicos externos más importantes. Se pretende también evaluar si el alumnado explica los distintos tipos de modelado del relieve terrestre producido por los agentes geológicos externos, así como la influencia de factores como el clima, el tipo de roca, su estructura, etc. Debe identificar en el paisaje las diferentes influencias que en él se manifiestan, geológicas, de los seres vivos y derivadas de la actividad humana."
"3º ESO";"Ciencias de la naturaleza";"Describir propiedades de la materia en sus distintos estados de agregación y utilizar el modelo cinético para interpretarlas, diferenciando la descripción macroscópica de la interpretación con modelos.";"Este criterio valora la competencia del alumnado para utilizar el concepto de presión del gas, llegar a establecer las leyes de los gases e interpretar los cambios de estado; conocer las propiedades de los gases, llevando a cabo experiencias sencillas que las pongan de manifiesto, y concebir el modelo cinético que las explica Asimismo se valorará la representación e interpretación de gráficas en las que se relacionen la presión, el volumen y la temperatura (objetivo1)."
"3º ESO";"Ciencias de la naturaleza";"Utilizar procedimientos que permitan saber si un material es una sustancia, simple o compuesta, o bien una mezcla y saber expresar la composición de las mezclas.";"Este criterio valora la competencia del alumnado para diseñar y realizar, algunas de ellas en el laboratorio, experiencias con sustancias o mezclas y, en este último caso, si conoce técnicas de separación. Asimismo si sabe clasificar las sustancias en simples y compuestas y diferenciar una mezcla de un compuesto. También se valora si sabe expresar la composición de las mezclas, especialmente la concentración, en el caso de disoluciones, y el porcentaje en masa en el caso de mezclas de sólidos (objetivo 1)."
"3º ESO";"Ciencias de la naturaleza";"Justificar la diversidad de sustancias que existen en la naturaleza y que todas ellas están constituidas por unos pocos elementos, así como describir la importancia que tienen algunas de ellas para la vida.";"Este criterio valora si el alumnado comprende la importancia que ha tenido la búsqueda de elementos en la explicación de la diversidad de materiales existentes y reconoce la desigual abundancia de elementos en la naturaleza. También deberá constatarse que conoce la importancia que algunos materiales y sustancias tienen en la vida cotidiana, especialmente en la salud y en la alimentación (objetivo 1 y 4)."
"3º ESO";"Ciencias de la naturaleza";"Producir e interpretar fenómenos electrostáticos cotidianos valorando las repercusiones de la electricidad en el desarrollo científico y tecnológico y en las condiciones de vida de las personas.";"Este criterio valora la competencia del alumnado para realizar experiencias electrostáticas, explicarlas cualitativamente con el concepto de carga y los métodos de electrización, mostrando su conocimiento de la estructura eléctrica de la materia. Se valorará también si es capaz de construir instrumentos sencillos como versorios o electroscopios y su utilización para saber si los cuerpos están cargados y es consciente de las repercusiones de los conocimientos sobre la electricidad y la necesidad del ahorro energético (objetivo 1)."
"3º ESO";"Ciencias de la naturaleza";"Describir los primeros modelos atómicos y justificar su evolución para poder explicar nuevos fenómenos, así como las aplicaciones que tienen algunas sustancias radiactivas y las repercusiones de su uso en los seres vivos y en el medio ambiente.";"Este criterio valora la competencia del alumnado para comprender los primeros modelos atómicos, así como los motivos de su establecimiento y evolución; También se trata de comprobar si conoce las aplicaciones de los isótopos radiactivos, principalmente en medicina, y las repercusiones que pueden tener para los seres vivos y el medio ambiente (objetivos 1 y 4)."
"3º ESO";"Ciencias de la naturaleza";"Describir las reacciones químicas como cambios macroscópicos de unas sustancias en otras, justificarlas desde la teoría atómica y representarlas con ecuaciones químicas. Valorar, además, la importancia de obtener nuevas sustancias y de proteger el medio ambiente.";"Este criterio valora la competencia del alumnado para comprender las reacciones químicas como procesos en los que unas sustancias se transforman en otras nuevas, explicarlas con el modelo elemental de reacción y representarlas con ecuaciones. Se valorará también si conocen su importancia en la mejora y calidad de vida y las posibles repercusiones negativas, siendo conscientes de la relevancia y responsabilidad de la química para la protección del medioambiente y la salud de las personas (objetivos 1 y 4)."
"3º ESO";"Ciencias de la naturaleza";"Conocer los aspectos básicos de la reproducción humana y describir los acontecimientos fundamentales de la fecundación, embarazo y parto. Comprender el funcionamiento de los métodos de control de la natalidad y valorar el uso de métodos de prevención de enfermedades de transmisión sexual.";"Este criterio valora la competencia del alumnado para distinguir el proceso de reproducción como un mecanismo de perpetuación de la especie, de la sexualidad entendida como una actividad ligada a toda la vida del ser humano y un medio de comunicación afectiva y personal. Deben conocer, además, los rasgos generales anatómicos y de funcionamiento de los aparatos reproductores masculino y femenino y explicar a partir de ellos las bases de algunos métodos de control de la reproducción o de ciertas soluciones a problemas de infertilidad. Por último, deben saber explicar la necesidad de tomar medidas de higiene sexual individual y colectiva para evitar enfermedades de transmisión sexual (objetivos 1 y 4)."
"3º ESO";"Ciencias de la naturaleza";"Explicar los procesos fundamentales que sufre un alimento a lo largo de todo el transcurso de la nutrición, utilizando esquemas y representaciones gráficas para ilustrar cada etapa, y justificar la necesidad de adquirir hábitos alimentarios saludables y evitar las conductas alimentarias insanas";"Este criterio valora la competencia del alumnado para conocer las funciones de cada uno de los aparatos y órganos implicados en las funciones de nutrición (digestivo, respiratorio, circulatorio, excretor), las relaciones entre ellos, así como sus principales alteraciones, y la necesidad de adoptar determinados hábitos de higiene. Asimismo, se ha de valorar si han desarrollado actitudes solidarias ante situaciones como la donación de sangre o de órganos y si relacionan las funciones de nutrición con la adopción de determinados hábitos alimentarios saludables para prevenir enfermedades asociadas a la obesidad, la diabetes o las enfermedades cardiovasculares, y si han desarrollado una actitud crítica ante ciertos hábitos consumistas poco saludables (objetivos 1 y 4)."
"3º ESO";"Ciencias de la naturaleza";"Conocer los órganos de los sentidos y explicar la misión integradora de los sistemas nervioso y endocrino, así como localizar los principales huesos y músculos del aparato locomotor. Relacionar las alteraciones más frecuentes con los órganos y procesos implicados en cada caso. Identificar los factores sociales que repercuten negativamente en la salud, como el estrés y el consumo de sustancias adictivas.";"Este criterio valora la competencia del alumnado para establecer relaciones de coordinación entre el sistema nervioso y el endocrino, y aplicar este conocimiento a problemas sencillos que puedan ser analizados utilizando bucles de retroalimentación, diagramas de flujo u otros modelos similares. Asimismo, han de caracterizar las principales enfermedades, valorar la importancia de adoptar hábitos de salud mental, e identificar los efectos perjudiciales de determinadas conductas como el consumo de drogas, el estrés, la falta de relaciones interpersonales sanas, la presión de los medios de comunicación, etc (objetivos 1 y 4)."
